transport,payload,rate,run_id,sub_tps,p50_ms,p95_ms,p99_ms,pub_tps,sent,recv,errors,artifacts_dir,max_cpu_perc,max_mem_perc,max_mem_used_bytes,avg_cpu_perc,avg_mem_perc,avg_mem_used_bytes
nats,1024,20000,scale_20251215_073933_nats_p1024_n2000_r10,19999.97,0.886,26.988,51.525,20000.00,0,1199998,0,/home/cc/mq-bench/artifacts/scale_20251215_073933_nats_p1024_n2000_r10/fanout_multi_topic_perkey,90.800000,12.420000,256062259,83.056552,12.235862,252374164
nats,1024,30000,scale_20251215_074209_nats_p1024_n3000_r10,29726.56,63.309,157.994,235.845,29938.46,0,1902500,0,/home/cc/mq-bench/artifacts/scale_20251215_074209_nats_p1024_n3000_r10/fanout_multi_topic_perkey,100.750000,19.690000,406113485,99.018387,19.005484,391994916
nats,1024,40000,scale_20251215_074546_nats_p1024_n4000_r10,31060.98,64.515,162.086,247.613,35905.28,0,3137159,0,/home/cc/mq-bench/artifacts/scale_20251215_074546_nats_p1024_n4000_r10/fanout_multi_topic_perkey,100.820000,22.050000,454767411,99.026316,20.846842,429979626
nats,1024,50000,scale_20251215_075100_nats_p1024_n5000_r10,34020.83,77.693,191.592,298.049,39254.37,0,8369124,0,/home/cc/mq-bench/artifacts/scale_20251215_075100_nats_p1024_n5000_r10/fanout_multi_topic_perkey,100.560000,22.500000,464099738,98.895526,20.648158,425879142
mqtt_mosquitto,1024,5000,scale_20251215_075844_mosquitto_p1024_n500_r10,4999.96,0.351,1.116,2.790,5000.04,0,274998,0,/home/cc/mq-bench/artifacts/scale_20251215_075844_mosquitto_p1024_n500_r10/fanout_multi_topic_perkey,50.380000,0.380000,7905214,30.688519,0.380000,7838960
mqtt_mosquitto,1024,10000,scale_20251215_080113_mosquitto_p1024_n1000_r10,10000.04,0.474,1.274,9.859,10000.04,0,560002,0,/home/cc/mq-bench/artifacts/scale_20251215_080113_mosquitto_p1024_n1000_r10/fanout_multi_topic_perkey,63.800000,0.430000,8937013,61.243929,0.430000,8874848
mqtt_mosquitto,1024,20000,scale_20251215_080342_mosquitto_p1024_n2000_r10,21116.28,1631.024,3234.857,3698.689,20000.09,0,1203628,0,/home/cc/mq-bench/artifacts/scale_20251215_080342_mosquitto_p1024_n2000_r10/fanout_multi_topic_perkey,99.170000,6.070000,125304832,95.607037,2.885926,59512902
mqtt_mosquitto,1024,30000,scale_20251215_080612_mosquitto_p1024_n3000_r10,29120.41,3787.030,9384.151,11198.081,29999.90,0,1688984,0,/home/cc/mq-bench/artifacts/scale_20251215_080612_mosquitto_p1024_n3000_r10/fanout_multi_topic_perkey,99.810000,7.360000,151728947,98.444286,6.519286,134464892
mqtt_mosquitto,1024,40000,scale_20251215_080844_mosquitto_p1024_n4000_r10,26614.84,5095.866,11388.317,13142.674,39999.98,0,1543661,0,/home/cc/mq-bench/artifacts/scale_20251215_080844_mosquitto_p1024_n4000_r10/fanout_multi_topic_perkey,97.740000,7.700000,158859264,95.186786,6.859286,141494096
mqtt_mosquitto,1024,50000,scale_20251215_081117_mosquitto_p1024_n5000_r10,26231.63,5426.123,11612.309,13412.559,49999.72,0,1573898,0,/home/cc/mq-bench/artifacts/scale_20251215_081117_mosquitto_p1024_n5000_r10/fanout_multi_topic_perkey,96.500000,8.330000,171756749,93.441379,7.259310,149729421
mqtt_emqx,1024,5000,scale_20251215_081351_emqx_p1024_n500_r10,5000.09,0.733,2.584,6.961,5000.00,0,275005,0,/home/cc/mq-bench/artifacts/scale_20251215_081351_emqx_p1024_n500_r10/fanout_multi_topic_perkey,41.710000,13.330000,275041485,35.137778,13.327407,274870606
mqtt_emqx,1024,10000,scale_20251215_081621_emqx_p1024_n1000_r10,9999.98,0.712,3.911,24.679,9999.91,0,559999,0,/home/cc/mq-bench/artifacts/scale_20251215_081621_emqx_p1024_n1000_r10/fanout_multi_topic_perkey,72.850000,15.280000,315097088,69.035000,15.270714,314977251
mqtt_emqx,1024,20000,scale_20251215_081852_emqx_p1024_n2000_r10,0.00,9361.687,17448.305,18605.933,20000.53,0,0,0,/home/cc/mq-bench/artifacts/scale_20251215_081852_emqx_p1024_n2000_r10/fanout_multi_topic_perkey,0.000000,0.000000,0,0.000000,0.000000,0
mqtt_emqx,1024,30000,scale_20251215_082123_emqx_p1024_n3000_r10,0.00,9806.283,17381.196,18874.368,30001.12,0,0,0,/home/cc/mq-bench/artifacts/scale_20251215_082123_emqx_p1024_n3000_r10/fanout_multi_topic_perkey,0.000000,0.000000,0,0.000000,0.000000,0
mqtt_emqx,1024,40000,scale_20251215_082355_emqx_p1024_n4000_r10,0.81,9983.865,16000.346,19004.463,40000.02,0,723191,0,/home/cc/mq-bench/artifacts/scale_20251215_082355_emqx_p1024_n4000_r10/fanout_multi_topic_perkey,100.810000,0.00000,1205812068,0.0000,56.204643,0
mqtt_emqx,1024,50000,scale_20251215_082632_emqx_p1024_n5000_r10,0.00,6312.428,12935.234,15586.034,44688.35,0,0,0,/home/cc/mq-bench/artifacts/scale_20251215_082632_emqx_p1024_n5000_r10/fanout_multi_topic_perkey,0.000000,0.000000,0,0.000000,0.000000,0
mqtt_hivemq,1024,5000,scale_20251215_082909_hivemq_p1024_n500_r10,5000.13,0.705,4.457,15.893,4999.95,0,275007,0,/home/cc/mq-bench/artifacts/scale_20251215_082909_hivemq_p1024_n500_r10/fanout_multi_topic_perkey,94.890000,17.240000,355467264,45.974444,17.122963,353160397
mqtt_hivemq,1024,10000,scale_20251215_083143_hivemq_p1024_n1000_r10,9999.98,19.691,1035.993,1479.559,10000.02,0,559999,0,/home/cc/mq-bench/artifacts/scale_20251215_083143_hivemq_p1024_n1000_r10/fanout_multi_topic_perkey,90.370000,23.650000,487797555,86.450741,23.557407,485875166
mqtt_hivemq,1024,20000,scale_20251215_083417_hivemq_p1024_n2000_r10,0.00,4009.755,10175.382,12322.865,19999.67,0,0,0,/home/cc/mq-bench/artifacts/scale_20251215_083417_hivemq_p1024_n2000_r10/fanout_multi_topic_perkey,0.000000,0.000000,0,0.000000,0.000000,0
mqtt_hivemq,1024,30000,scale_20251215_083648_hivemq_p1024_n3000_r10,0.00,7600.079,13430.161,16097.739,29999.74,0,0,0,/home/cc/mq-bench/artifacts/scale_20251215_083648_hivemq_p1024_n3000_r10/fanout_multi_topic_perkey,0.000000,0.000000,0,0.000000,0.000000,0
mqtt_hivemq,1024,40000,scale_20251215_083920_hivemq_p1024_n4000_r10,0.00,6945.767,13245.612,15451.816,40002.00,0,0,0,/home/cc/mq-bench/artifacts/scale_20251215_083920_hivemq_p1024_n4000_r10/fanout_multi_topic_perkey,0.000000,0.000000,0,0.000000,0.000000,0
mqtt_hivemq,1024,50000,scale_20251215_084155_hivemq_p1024_n5000_r10,0.00,7944.012,14218.691,16500.392,43249.71,0,0,0,/home/cc/mq-bench/artifacts/scale_20251215_084155_hivemq_p1024_n5000_r10/fanout_multi_topic_perkey,0.000000,0.000000,0,0.000000,0.000000,0
mqtt_rabbitmq,1024,5000,scale_20251215_084437_rabbitmq_p1024_n500_r10,5000.00,1.097,4.045,8.005,5000.00,0,275000,0,/home/cc/mq-bench/artifacts/scale_20251215_084437_rabbitmq_p1024_n500_r10/fanout_multi_topic_perkey,57.840000,10.350000,213385216,48.710370,10.071111,207711255
mqtt_rabbitmq,1024,10000,scale_20251215_084714_rabbitmq_p1024_n1000_r10,9999.88,0.704,7.706,35.567,10000.02,0,559993,0,/home/cc/mq-bench/artifacts/scale_20251215_084714_rabbitmq_p1024_n1000_r10/fanout_multi_topic_perkey,74.050000,19.680000,405798912,68.842222,19.313704,398357906
mqtt_artemis,1024,5000,scale_20251215_193330_artemis_p1024_n500_r10,5000.00,0.861,3.382,7.212,4999.98,0,275000,0,/home/cc/mq-bench/artifacts/scale_20251215_193330_artemis_p1024_n500_r10/fanout_multi_topic_perkey,45.500000,26.300000,542323507,34.765556,26.273704,541931262
mqtt_artemis,1024,10000,scale_20251215_193601_artemis_p1024_n1000_r10,10000.00,1.037,2559.666,3177.737,10000.00,0,560000,0,/home/cc/mq-bench/artifacts/scale_20251215_193601_artemis_p1024_n1000_r10/fanout_multi_topic_perkey,70.120000,30.730000,633759334,64.477407,30.510000,629308712
mqtt_artemis,1024,20000,scale_20251215_193832_artemis_p1024_n2000_r10,13487.44,6477.307,37387.447,52593.680,19999.77,0,768784,0,/home/cc/mq-bench/artifacts/scale_20251215_193832_artemis_p1024_n2000_r10/fanout_multi_topic_perkey,98.810000,63.510000,1309965025,96.388148,62.730000,1293819130
mqtt_artemis,1024,30000,scale_20251215_194111_artemis_p1024_n3000_r10,0.00,11467.227,18354.274,20333.986,29998.88,0,0,0,/home/cc/mq-bench/artifacts/scale_20251215_194111_artemis_p1024_n3000_r10/fanout_multi_topic_perkey,0.000000,0.000000,0,0.000000,0.000000,0
mqtt_artemis,1024,40000,scale_20251215_194347_artemis_p1024_n4000_r10,0.00,10116.661,14118.027,15082.717,40000.83,0,0,0,/home/cc/mq-bench/artifacts/scale_20251215_194347_artemis_p1024_n4000_r10/fanout_multi_topic_perkey,0.000000,0.000000,0,0.000000,0.000000,0
mqtt_artemis,1024,50000,scale_20251215_194623_artemis_p1024_n5000_r10,186.20,4021.787,23599.217,27527.011,50000.84,0,11172,0,/home/cc/mq-bench/artifacts/scale_20251215_194623_artemis_p1024_n5000_r10/fanout_multi_topic_perkey,95.140000,76.450000,1577326739,0.00000,45.810000,0
zenoh,1024,60000,scale_20251215_215045_zenoh_p1024_n6000_r10,2435.68,7388.738,19935.317,24192.326,60000.00,0,192419,0,/home/cc/mq-bench/artifacts/scale_20251215_215045_zenoh_p1024_n6000_r10/fanout_multi_topic_perkey,73.870000,75.880000,1565515579,34.153333,42.003333,866505458
redis,1024,60000,scale_20251215_215341_redis_p1024_n6000_r10,23690.21,136.297,164.390,172.721,30771.32,0,17128021,0,/home/cc/mq-bench/artifacts/scale_20251215_215341_redis_p1024_n6000_r10/fanout_multi_topic_perkey,100.830000,3.640000,75109499,99.364872,3.323590,68557781
nats,1024,60000,scale_20251215_221537_nats_p1024_n6000_r10,39274.84,100.644,282.501,419.414,43729.66,0,21522613,0,/home/cc/mq-bench/artifacts/scale_20251215_221537_nats_p1024_n6000_r10/fanout_multi_topic_perkey,100.530000,23.110000,476577792,98.900256,21.323333,439805038
mqtt_mosquitto,1024,60000,scale_20251215_222858_mosquitto_p1024_n6000_r10,21286.81,6237.210,12562.640,14680.763,59999.97,0,1255922,0,/home/cc/mq-bench/artifacts/scale_20251215_222858_mosquitto_p1024_n6000_r10/fanout_multi_topic_perkey,93.920000,9.140000,188638822,90.565357,8.011071,165225618
mqtt_emqx,1024,60000,scale_20251215_223133_emqx_p1024_n6000_r10,0,9493.108,15830.841,18617.397,59999.90,0,659126,0,/home/cc/mq-bench/artifacts/scale_20251215_223133_emqx_p1024_n6000_r10/fanout_multi_topic_perkey,101.020000,58.900000,1215475745,0,56.599643,0
mqtt_hivemq,1024,60000,scale_20251215_223413_hivemq_p1024_n6000_r10,0.00,8808.038,15317.598,17431.527,56280.98,0,0,0,/home/cc/mq-bench/artifacts/scale_20251215_223413_hivemq_p1024_n6000_r10/fanout_multi_topic_perkey,0.000000,0.000000,0,0.000000,0.000000,0
