transport,payload,rate,run_id,sub_tps,p50_ms,p95_ms,p99_ms,pub_tps,sent,recv,errors,artifacts_dir,max_cpu_perc,max_mem_perc,max_mem_used_bytes,avg_cpu_perc,avg_mem_perc,avg_mem_used_bytes
nats,1024,10000,scale_20251214_233419_nats_p1024_n1000_r10,8859.41,0.335,0.798,6.033,9787.75,0,239204,0,/home/cc/mq-bench/artifacts/scale_20251214_233419_nats_p1024_n1000_r10/fanout_multi_topic_perkey,64.680000,3.180000,130757427,56.686429,2.900714,119108497
nats,1024,20000,scale_20251214_233521_nats_p1024_n2000_r10,16923.86,0.379,0.956,6.339,18961.94,0,490792,0,/home/cc/mq-bench/artifacts/scale_20251214_233521_nats_p1024_n2000_r10/fanout_multi_topic_perkey,92.030000,6.280000,257635123,80.432000,5.506667,226000284
nats,1024,30000,scale_20251214_233625_nats_p1024_n3000_r10,24367.56,0.484,2.289,36.885,27447.88,0,779762,0,/home/cc/mq-bench/artifacts/scale_20251214_233625_nats_p1024_n3000_r10/fanout_multi_topic_perkey,146.420000,9.390000,385351680,119.551250,7.933750,325707366
nats,1024,40000,scale_20251214_233734_nats_p1024_n4000_r10,31084.31,0.659,7.737,38.870,35343.54,0,1087951,0,/home/cc/mq-bench/artifacts/scale_20251214_233734_nats_p1024_n4000_r10/fanout_multi_topic_perkey,181.910000,12.390000,508769075,146.215882,10.023529,411492063
nats,1024,60000,scale_20251214_233847_nats_p1024_n6000_r10,36862.24,12.660,45.953,137.861,47779.70,0,1695663,0,/home/cc/mq-bench/artifacts/scale_20251214_233847_nats_p1024_n6000_r10/fanout_multi_topic_perkey,196.600000,15.750000,646551962,168.171905,12.528571,514346501
mqtt_mosquitto,1024,5000,scale_20251214_234039_mosquitto_p1024_n500_r10,4636.04,0.535,6.473,22.158,4997.32,0,111265,0,/home/cc/mq-bench/artifacts/scale_20251214_234039_mosquitto_p1024_n500_r10/fanout_multi_topic_perkey,62.150000,0.200000,8044675,45.276667,0.192500,7869563
mqtt_mosquitto,1024,10000,scale_20251214_234139_mosquitto_p1024_n1000_r10,9198.60,0.462,5.776,20.621,9971.81,0,229965,0,/home/cc/mq-bench/artifacts/scale_20251214_234139_mosquitto_p1024_n1000_r10/fanout_multi_topic_perkey,72.210000,0.220000,9154068,60.962308,0.216923,8877486
mqtt_mosquitto,1024,20000,scale_20251214_234239_mosquitto_p1024_n2000_r10,17858.96,52.859,217.494,245.495,19792.33,0,464333,0,/home/cc/mq-bench/artifacts/scale_20251214_234239_mosquitto_p1024_n2000_r10/fanout_multi_topic_perkey,106.060000,1.580000,64760054,94.776923,0.854615,35071641
mqtt_mosquitto,1024,30000,scale_20251214_234340_mosquitto_p1024_n3000_r10,21442.63,1599.814,3143.472,3297.539,29458.11,0,578951,0,/home/cc/mq-bench/artifacts/scale_20251214_234340_mosquitto_p1024_n3000_r10/fanout_multi_topic_perkey,108.020000,6.780000,278292070,98.680714,4.515714,185429431
mqtt_mosquitto,1024,40000,scale_20251214_234442_mosquitto_p1024_n4000_r10,26158.48,1605.044,3284.839,3608.784,38795.97,0,706279,0,/home/cc/mq-bench/artifacts/scale_20251214_234442_mosquitto_p1024_n4000_r10/fanout_multi_topic_perkey,119.810000,7.210000,296117862,103.438571,4.900000,201192524
mqtt_mosquitto,1024,60000,scale_20251214_234545_mosquitto_p1024_n6000_r10,30597.54,1877.554,4746.208,5455.718,56949.29,0,856731,0,/home/cc/mq-bench/artifacts/scale_20251214_234545_mosquitto_p1024_n6000_r10/fanout_multi_topic_perkey,117.220000,7.590000,311427072,106.214286,5.577143,228922116
mqtt_emqx,1024,5000,scale_20251214_234650_emqx_p1024_n500_r10,4637.17,0.537,6.312,21.683,4997.60,0,111292,0,/home/cc/mq-bench/artifacts/scale_20251214_234650_emqx_p1024_n500_r10/fanout_multi_topic_perkey,76.850000,7.250000,297795584,69.616667,7.040833,289048713
mqtt_emqx,1024,10000,scale_20251214_234751_emqx_p1024_n1000_r10,9189.48,0.516,5.987,21.499,9969.50,0,229737,0,/home/cc/mq-bench/artifacts/scale_20251214_234751_emqx_p1024_n1000_r10/fanout_multi_topic_perkey,105.760000,7.580000,311322214,91.784167,7.195833,295453764
mqtt_emqx,1024,20000,scale_20251214_234853_emqx_p1024_n2000_r10,18019.62,0.762,7.648,30.877,19769.48,0,468510,0,/home/cc/mq-bench/artifacts/scale_20251214_234853_emqx_p1024_n2000_r10/fanout_multi_topic_perkey,180.900000,9.920000,407266918,166.640769,9.167692,376341992
mqtt_emqx,1024,30000,scale_20251214_234955_emqx_p1024_n3000_r10,17682.77,758.843,2965.485,3962.706,29450.57,0,459752,0,/home/cc/mq-bench/artifacts/scale_20251214_234955_emqx_p1024_n3000_r10/fanout_multi_topic_perkey,200.840000,29.540000,1212254519,191.959231,18.782308,771046970
mqtt_emqx,1024,40000,scale_20251214_235059_emqx_p1024_n4000_r10,17854.89,1003.791,3472.417,4579.174,38778.76,0,482082,0,/home/cc/mq-bench/artifacts/scale_20251214_235059_emqx_p1024_n4000_r10/fanout_multi_topic_perkey,201.300000,33.030000,1356135924,194.714286,21.466429,881169943
mqtt_emqx,1024,60000,scale_20251214_235203_emqx_p1024_n6000_r10,18424.11,788.574,3799.059,5240.725,56679.19,0,515875,0,/home/cc/mq-bench/artifacts/scale_20251214_235203_emqx_p1024_n6000_r10/fanout_multi_topic_perkey,199.920000,33.060000,1357209666,197.264286,22.093571,906973601
mqtt_hivemq,1024,5000,scale_20251214_235312_hivemq_p1024_n500_r10,4635.42,1.228,10.532,28.874,4997.32,0,111250,0,/home/cc/mq-bench/artifacts/scale_20251214_235312_hivemq_p1024_n500_r10/fanout_multi_topic_perkey,157.140000,10.090000,414397235,93.392500,8.696667,357031390
mqtt_hivemq,1024,10000,scale_20251214_235417_hivemq_p1024_n1000_r10,9192.04,0.907,13.230,96.401,9971.19,0,229801,0,/home/cc/mq-bench/artifacts/scale_20251214_235417_hivemq_p1024_n1000_r10/fanout_multi_topic_perkey,182.620000,10.400000,427085005,132.971538,9.354615,384004663
mqtt_hivemq,1024,20000,scale_20251214_235521_hivemq_p1024_n2000_r10,18068.31,549.481,1246.627,1553.610,19798.11,0,469776,0,/home/cc/mq-bench/artifacts/scale_20251214_235521_hivemq_p1024_n2000_r10/fanout_multi_topic_perkey,199.160000,23.160000,950848717,193.372308,17.460769,716758158
mqtt_hivemq,1024,30000,scale_20251214_235627_hivemq_p1024_n3000_r10,11374.04,1877.447,5187.242,6406.889,29453.00,0,295725,0,/home/cc/mq-bench/artifacts/scale_20251214_235627_hivemq_p1024_n3000_r10/fanout_multi_topic_perkey,198.830000,35.950000,1475321266,195.674615,25.830769,1060227131
mqtt_hivemq,1024,40000,scale_20251214_235739_hivemq_p1024_n4000_r10,6259.41,1588.288,5463.920,6707.182,38743.07,0,169004,0,/home/cc/mq-bench/artifacts/scale_20251214_235739_hivemq_p1024_n4000_r10/fanout_multi_topic_perkey,199.060000,40.710000,1671816020,194.601429,29.510714,1211394387
mqtt_hivemq,1024,60000,scale_20251214_235850_hivemq_p1024_n6000_r10,4340.83,3742.858,8051.762,9526.081,56980.33,0,154884,0,/home/cc/mq-bench/artifacts/scale_20251214_235850_hivemq_p1024_n6000_r10/fanout_multi_topic_perkey,198.660000,40.400000,1658931118,194.682143,29.269286,1201508113
mqtt_rabbitmq,1024,5000,scale_20251214_235958_rabbitmq_p1024_n500_r10,4634.96,0.549,6.513,21.774,4997.24,0,111239,0,/home/cc/mq-bench/artifacts/scale_20251214_235958_rabbitmq_p1024_n500_r10/fanout_multi_topic_perkey,77.320000,5.980000,245471642,66.162500,5.746667,235859695
mqtt_rabbitmq,1024,10000,scale_20251215_000104_rabbitmq_p1024_n1000_r10,9196.80,0.531,6.234,24.318,9971.77,0,229920,0,/home/cc/mq-bench/artifacts/scale_20251215_000104_rabbitmq_p1024_n1000_r10/fanout_multi_topic_perkey,120.340000,8.230000,337746330,99.003333,7.797500,320086562
mqtt_rabbitmq,1024,20000,scale_20251215_000211_rabbitmq_p1024_n2000_r10,18071.56,0.749,8.131,33.350,19823.48,0,451789,0,/home/cc/mq-bench/artifacts/scale_20251215_000211_rabbitmq_p1024_n2000_r10/fanout_multi_topic_perkey,172.300000,13.120000,538653491,146.755000,12.464167,511626445
mqtt_rabbitmq,1024,30000,scale_20251215_000319_rabbitmq_p1024_n3000_r10,22451.08,145.572,2752.174,3815.177,29431.61,0,583728,0,/home/cc/mq-bench/artifacts/scale_20251215_000319_rabbitmq_p1024_n3000_r10/fanout_multi_topic_perkey,199.910000,26.570000,1090921693,197.887692,22.162308,909759379
mqtt_rabbitmq,1024,40000,scale_20251215_000431_rabbitmq_p1024_n4000_r10,19264.08,281.755,5935.494,7330.939,38774.48,0,500866,0,/home/cc/mq-bench/artifacts/scale_20251215_000431_rabbitmq_p1024_n4000_r10/fanout_multi_topic_perkey,200.830000,43.770000,1796370072,197.854615,36.532308,1499439159
mqtt_rabbitmq,1024,60000,scale_20251215_000536_rabbitmq_p1024_n6000_r10,2846.00,22707.030,23590.630,23722.983,56981.16,0,22768,0,/home/cc/mq-bench/artifacts/scale_20251215_000536_rabbitmq_p1024_n6000_r10/fanout_multi_topic_perkey,198.690000,54.350000,2231235510,183.512500,51.055000,2095944040
mqtt_artemis,1024,5000,scale_20251215_000653_artemis_p1024_n500_r10,4632.54,0.568,7.673,25.619,4996.96,0,111181,0,/home/cc/mq-bench/artifacts/scale_20251215_000653_artemis_p1024_n500_r10/fanout_multi_topic_perkey,141.810000,14.470000,594228019,77.484167,11.242500,461513250
mqtt_artemis,1024,10000,scale_20251215_000754_artemis_p1024_n1000_r10,9195.64,0.543,6.920,26.345,9971.65,0,229891,0,/home/cc/mq-bench/artifacts/scale_20251215_000754_artemis_p1024_n1000_r10/fanout_multi_topic_perkey,164.230000,14.490000,594752307,97.237692,13.190769,541468514
mqtt_artemis,1024,20000,scale_20251215_000854_artemis_p1024_n2000_r10,18081.42,1.473,20.979,52.332,19802.96,0,470117,0,/home/cc/mq-bench/artifacts/scale_20251215_000854_artemis_p1024_n2000_r10/fanout_multi_topic_perkey,194.540000,16.540000,678952960,145.173846,15.869231,651512533
mqtt_artemis,1024,30000,scale_20251215_000955_artemis_p1024_n3000_r10,17245.26,2292.833,3904.101,4819.400,29460.82,0,465622,0,/home/cc/mq-bench/artifacts/scale_20251215_000955_artemis_p1024_n3000_r10/fanout_multi_topic_perkey,198.740000,28.010000,1149977494,195.850714,24.582857,1009157631
mqtt_artemis,1024,40000,scale_20251215_001057_artemis_p1024_n4000_r10,14462.50,3614.866,8398.868,10309.509,38734.00,0,404950,0,/home/cc/mq-bench/artifacts/scale_20251215_001057_artemis_p1024_n4000_r10/fanout_multi_topic_perkey,198.210000,67.010000,2750926553,196.291429,43.709286,1794404741
mqtt_artemis,1024,60000,scale_20251215_001202_artemis_p1024_n6000_r10,7538.24,5087.306,11112.913,13164.627,56834.39,0,218609,0,/home/cc/mq-bench/artifacts/scale_20251215_001202_artemis_p1024_n6000_r10/fanout_multi_topic_perkey,198.890000,66.890000,2745557844,195.363571,48.117857,1975103146
redis,1024,5000,scale_20251215_225158_redis_p1024_n500_r10,5000.00,0.492,1.145,1.924,5000.00,0,280000,0,/home/cc/mq-bench/artifacts/scale_20251215_225158_redis_p1024_n500_r10/fanout_multi_topic_perkey,54.720000,0.520000,21223178,38.846296,0.516296,21125700
redis,1024,10000,scale_20251215_225427_redis_p1024_n1000_r10,9999.96,0.608,1.345,2.731,10000.00,0,559998,0,/home/cc/mq-bench/artifacts/scale_20251215_225427_redis_p1024_n1000_r10/fanout_multi_topic_perkey,75.180000,0.430000,17637048,57.622500,0.424643,17475643
redis,1024,20000,scale_20251215_225658_redis_p1024_n2000_r10,20000.19,0.734,1.617,11.085,19999.76,0,1160011,0,/home/cc/mq-bench/artifacts/scale_20251215_225658_redis_p1024_n2000_r10/fanout_multi_topic_perkey,84.120000,0.780000,31929139,75.980357,0.773571,31718301
redis,1024,30000,scale_20251215_225931_redis_p1024_n3000_r10,26488.93,105.423,119.303,124.161,30324.82,0,1589336,0,/home/cc/mq-bench/artifacts/scale_20251215_225931_redis_p1024_n3000_r10/fanout_multi_topic_perkey,117.290000,1.440000,59223572,105.194483,1.307931,53711317
redis,1024,40000,scale_20251215_230243_redis_p1024_n4000_r10,25557.17,121.092,132.395,139.244,37860.96,0,1610102,0,/home/cc/mq-bench/artifacts/scale_20251215_230243_redis_p1024_n4000_r10/fanout_multi_topic_perkey,115.500000,1.670000,68492984,103.688710,1.507097,61880529
redis,1024,50000,scale_20251215_230838_redis_p1024_n5000_r10,27528.99,120.915,149.175,157.316,34460.34,0,3854058,0,/home/cc/mq-bench/artifacts/scale_20251215_230838_redis_p1024_n5000_r10/fanout_multi_topic_perkey,118.370000,1.870000,76713820,111.075385,1.707436,70061546
redis,1024,60000,scale_20251215_231431_redis_p1024_n6000_r10,28166.84,133.439,174.084,181.861,34803.85,0,4450361,0,/home/cc/mq-bench/artifacts/scale_20251215_231431_redis_p1024_n6000_r10/fanout_multi_topic_perkey,134.060000,2.120000,86958408,110.647436,1.900000,77980984
nats,1024,5000,scale_20251215_232044_nats_p1024_n500_r10,4999.95,0.330,0.711,1.098,5000.07,0,279997,0,/home/cc/mq-bench/artifacts/scale_20251215_232044_nats_p1024_n500_r10/fanout_multi_topic_perkey,59.990000,1.970000,80666952,44.329630,1.959259,80421507
nats,1024,10000,scale_20251215_232314_nats_p1024_n1000_r10,10000.02,0.376,0.886,1.893,10000.00,0,580001,0,/home/cc/mq-bench/artifacts/scale_20251215_232314_nats_p1024_n1000_r10/fanout_multi_topic_perkey,75.260000,3.180000,130547712,64.978214,3.171071,130206925
nats,1024,20000,scale_20251215_232547_nats_p1024_n2000_r10,20000.00,0.436,1.081,2.291,20000.05,0,1200000,0,/home/cc/mq-bench/artifacts/scale_20251215_232547_nats_p1024_n2000_r10/fanout_multi_topic_perkey,108.490000,5.900000,242430771,93.250667,5.888000,241710749
nats,1024,30000,scale_20251215_232822_nats_p1024_n3000_r10,30000.10,0.618,2.304,27.920,29999.98,0,1890006,0,/home/cc/mq-bench/artifacts/scale_20251215_232822_nats_p1024_n3000_r10/fanout_multi_topic_perkey,140.400000,9.120000,374236774,119.354194,9.092903,373265996
nats,1024,40000,scale_20251215_233101_nats_p1024_n4000_r10,40004.44,1.352,23.957,70.950,40000.04,0,2640293,0,/home/cc/mq-bench/artifacts/scale_20251215_233101_nats_p1024_n4000_r10/fanout_multi_topic_perkey,187.500000,12.500000,513068237,173.093125,12.248750,502854451
nats,1024,50000,scale_20251215_233345_nats_p1024_n5000_r10,49943.00,47.785,108.579,186.519,49999.93,0,3496010,0,/home/cc/mq-bench/artifacts/scale_20251215_233345_nats_p1024_n5000_r10/fanout_multi_topic_perkey,198.480000,16.210000,665321472,194.352424,15.637879,641947760
nats,1024,60000,scale_20251215_233710_nats_p1024_n6000_r10,52913.65,53.597,130.073,220.774,57284.42,0,4074351,0,/home/cc/mq-bench/artifacts/scale_20251215_233710_nats_p1024_n6000_r10/fanout_multi_topic_perkey,199.130000,18.700000,767452774,194.023784,17.727027,727711744
mqtt_mosquitto,1024,5000,scale_20251215_234159_mosquitto_p1024_n500_r10,4999.96,0.438,1.359,2.319,5000.09,0,274998,0,/home/cc/mq-bench/artifacts/scale_20251215_234159_mosquitto_p1024_n500_r10/fanout_multi_topic_perkey,66.030000,0.200000,8057258,44.845556,0.193704,7896554
mqtt_mosquitto,1024,10000,scale_20251215_234429_mosquitto_p1024_n1000_r10,10000.00,0.478,1.137,2.588,10000.00,0,560000,0,/home/cc/mq-bench/artifacts/scale_20251215_234429_mosquitto_p1024_n1000_r10/fanout_multi_topic_perkey,68.490000,0.220000,9199157,60.017857,0.220000,8987270
mqtt_mosquitto,1024,20000,scale_20251215_234659_mosquitto_p1024_n2000_r10,19884.00,22.925,439.632,530.945,19999.91,0,1113504,0,/home/cc/mq-bench/artifacts/scale_20251215_234659_mosquitto_p1024_n2000_r10/fanout_multi_topic_perkey,106.650000,1.760000,72320287,101.094286,1.194286,49021677
mqtt_mosquitto,1024,30000,scale_20251215_234929_mosquitto_p1024_n3000_r10,30546.00,4821.859,7817.966,9512.681,30000.47,0,1741122,0,/home/cc/mq-bench/artifacts/scale_20251215_234929_mosquitto_p1024_n3000_r10/fanout_multi_topic_perkey,118.200000,6.630000,272315187,109.237857,5.756071,236281622
mqtt_mosquitto,1024,40000,scale_20251215_235201_mosquitto_p1024_n4000_r10,40400.81,4282.918,7757.116,9161.924,40000.08,0,2343247,0,/home/cc/mq-bench/artifacts/scale_20251215_235201_mosquitto_p1024_n4000_r10/fanout_multi_topic_perkey,117.850000,6.920000,284059238,111.914643,6.099643,250426163
mqtt_mosquitto,1024,50000,scale_20251215_235434_mosquitto_p1024_n5000_r10,41036.57,6139.567,11822.299,13602.197,49999.77,0,2444194,0,/home/cc/mq-bench/artifacts/scale_20251215_235434_mosquitto_p1024_n5000_r10/fanout_multi_topic_perkey,118.170000,7.480000,306918195,113.292759,6.615517,271573952
mqtt_mosquitto,1024,60000,scale_20251215_235710_mosquitto_p1024_n6000_r10,41968.03,5789.468,12433.315,14390.517,60000.64,0,2387614,0,/home/cc/mq-bench/artifacts/scale_20251215_235710_mosquitto_p1024_n6000_r10/fanout_multi_topic_perkey,117.270000,7.510000,308176486,112.244286,6.918571,284025534
