transport,payload,rate,run_id,sub_tps,p50_ms,p95_ms,p99_ms,pub_tps,sent,recv,errors,artifacts_dir,max_cpu_perc,max_mem_perc,max_mem_used_bytes,avg_cpu_perc,avg_mem_perc,avg_mem_used_bytes
nats,1024,10000,scale_20251216_040509_nats_p1024_n1000_r10,10000.00,0.395,0.741,1.031,9999.90,0,580000,0,/home/cc/mq-bench/artifacts/scale_20251216_040509_nats_p1024_n1000_r10/fanout_multi_topic_perkey,145.880000,1.540000,128031130,109.941786,1.532143,127611699
nats,1024,20000,scale_20251216_040742_nats_p1024_n2000_r10,20000.26,0.420,0.819,1.191,20000.03,0,1220016,0,/home/cc/mq-bench/artifacts/scale_20251216_040742_nats_p1024_n2000_r10/fanout_multi_topic_perkey,159.520000,3.100000,257739981,137.331667,3.084333,256775291
nats,1024,30000,scale_20251216_041018_nats_p1024_n3000_r10,29999.94,0.477,1.041,1.784,29999.94,0,1889996,0,/home/cc/mq-bench/artifacts/scale_20251216_041018_nats_p1024_n3000_r10/fanout_multi_topic_perkey,223.160000,4.410000,366896742,200.620645,4.341290,361362967
nats,1024,40000,scale_20251216_041256_nats_p1024_n4000_r10,40000.18,0.568,1.327,6.388,39999.74,0,2640012,0,/home/cc/mq-bench/artifacts/scale_20251216_041256_nats_p1024_n4000_r10/fanout_multi_topic_perkey,270.330000,5.910000,492306432,237.297188,5.815938,484222566
nats,1024,50000,scale_20251216_041539_nats_p1024_n5000_r10,49999.96,0.584,1.502,15.518,49999.97,0,3399997,0,/home/cc/mq-bench/artifacts/scale_20251216_041539_nats_p1024_n5000_r10/fanout_multi_topic_perkey,272.620000,7.430000,618974413,249.125758,7.403333,616365683
nats,1024,60000,scale_20251216_041826_nats_p1024_n6000_r10,60000.23,0.615,1.683,26.817,60000.00,0,4260016,0,/home/cc/mq-bench/artifacts/scale_20251216_041826_nats_p1024_n6000_r10/fanout_multi_topic_perkey,273.770000,9.000000,748892979,242.058000,8.969429,746795827
nats,1024,70000,scale_20251216_042117_nats_p1024_n7000_r10,70000.00,0.828,36.987,86.967,70000.79,0,5180000,0,/home/cc/mq-bench/artifacts/scale_20251216_042117_nats_p1024_n7000_r10/fanout_multi_topic_perkey,317.580000,10.430000,868011213,294.643889,10.135833,843914354
nats,1024,80000,scale_20251216_042414_nats_p1024_n8000_r10,79999.42,1.024,9.063,74.554,79999.96,0,6079956,0,/home/cc/mq-bench/artifacts/scale_20251216_042414_nats_p1024_n8000_r10/fanout_multi_topic_perkey,347.020000,12.140000,1011036979,332.664054,11.637838,968955074
mqtt_mosquitto,1024,5000,scale_20251216_042715_mosquitto_p1024_n500_r10,5000.00,0.650,1.770,2.430,5000.00,0,275000,0,/home/cc/mq-bench/artifacts/scale_20251216_042715_mosquitto_p1024_n500_r10/fanout_multi_topic_perkey,68.280000,0.070000,5558501,61.091481,0.061111,5256162
mqtt_mosquitto,1024,10000,scale_20251216_042945_mosquitto_p1024_n1000_r10,9997.20,0.504,5.771,16.829,9999.91,0,559843,0,/home/cc/mq-bench/artifacts/scale_20251216_042945_mosquitto_p1024_n1000_r10/fanout_multi_topic_perkey,73.280000,0.120000,9768534,65.865185,0.110370,9207313
mqtt_mosquitto,1024,20000,scale_20251216_043215_mosquitto_p1024_n2000_r10,19815.82,31.895,415.562,512.044,20000.05,0,1129502,0,/home/cc/mq-bench/artifacts/scale_20251216_043215_mosquitto_p1024_n2000_r10/fanout_multi_topic_perkey,100.960000,0.820000,68178412,97.833571,0.461071,38440422
mqtt_mosquitto,1024,30000,scale_20251216_043447_mosquitto_p1024_n3000_r10,28085.47,5847.366,9832.244,10138.501,30000.05,0,1543872,0,/home/cc/mq-bench/artifacts/scale_20251216_043447_mosquitto_p1024_n3000_r10/fanout_multi_topic_perkey,105.230000,5.110000,425616998,102.795000,5.003571,416498132
mqtt_mosquitto,1024,40000,scale_20251216_043721_mosquitto_p1024_n4000_r10,39753.00,8042.898,17261.338,19517.163,39999.86,0,1493674,0,/home/cc/mq-bench/artifacts/scale_20251216_043721_mosquitto_p1024_n4000_r10/fanout_multi_topic_perkey,107.370000,6.530000,543372083,105.783793,5.353793,445789431
mqtt_mosquitto,1024,50000,scale_20251216_043955_mosquitto_p1024_n5000_r10,48168.70,7818.320,17344.066,19727.531,50000.08,0,1690122,0,/home/cc/mq-bench/artifacts/scale_20251216_043955_mosquitto_p1024_n5000_r10/fanout_multi_topic_perkey,109.760000,6.570000,546832384,106.682069,5.927586,493546644
mqtt_mosquitto,1024,60000,scale_20251216_044230_mosquitto_p1024_n6000_r10,38174.24,7387.358,15946.464,18423.620,60000.02,0,2252280,0,/home/cc/mq-bench/artifacts/scale_20251216_044230_mosquitto_p1024_n6000_r10/fanout_multi_topic_perkey,112.700000,6.750000,561722163,109.044483,5.949655,495383460
mqtt_mosquitto,1024,70000,scale_20251216_044506_mosquitto_p1024_n7000_r10,44927.55,7422.199,14507.204,17577.847,69999.95,0,2695653,0,/home/cc/mq-bench/artifacts/scale_20251216_044506_mosquitto_p1024_n7000_r10/fanout_multi_topic_perkey,112.100000,6.810000,567069901,109.586897,6.008621,500203294
mqtt_mosquitto,1024,80000,scale_20251216_044744_mosquitto_p1024_n8000_r10,42741.37,7410.166,14573.350,17204.072,79999.98,0,2564482,0,/home/cc/mq-bench/artifacts/scale_20251216_044744_mosquitto_p1024_n8000_r10/fanout_multi_topic_perkey,113.340000,6.720000,559625011,110.719333,6.002000,499712874
mqtt_emqx,1024,5000,scale_20251216_045028_emqx_p1024_n500_r10,5000.00,0.524,1.079,1.597,5000.04,0,275000,0,/home/cc/mq-bench/artifacts/scale_20251216_045028_emqx_p1024_n500_r10/fanout_multi_topic_perkey,130.890000,3.270000,272420045,110.585385,3.217692,267943432
mqtt_emqx,1024,10000,scale_20251216_045300_emqx_p1024_n1000_r10,9980.00,0.438,0.761,0.969,10000.00,0,558880,0,/home/cc/mq-bench/artifacts/scale_20251216_045300_emqx_p1024_n1000_r10/fanout_multi_topic_perkey,184.690000,4.070000,338794906,164.776296,4.021111,334872455
mqtt_emqx,1024,20000,scale_20251216_045533_emqx_p1024_n2000_r10,19989.98,0.541,0.994,1.194,20000.00,0,1139429,0,/home/cc/mq-bench/artifacts/scale_20251216_045533_emqx_p1024_n2000_r10/fanout_multi_topic_perkey,246.150000,5.680000,472907776,222.424643,5.637500,469361342
mqtt_emqx,1024,30000,scale_20251216_045806_emqx_p1024_n3000_r10,30000.00,0.667,1.245,1.587,29999.91,0,1740000,0,/home/cc/mq-bench/artifacts/scale_20251216_045806_emqx_p1024_n3000_r10/fanout_multi_topic_perkey,249.970000,6.680000,556164710,241.507857,6.593214,548959495
mqtt_emqx,1024,40000,scale_20251216_050042_emqx_p1024_n4000_r10,39970.43,1.055,2.022,6.572,39999.76,0,2318285,0,/home/cc/mq-bench/artifacts/scale_20251216_050042_emqx_p1024_n4000_r10/fanout_multi_topic_perkey,367.290000,7.820000,650746266,343.168276,7.802414,649603679
mqtt_emqx,1024,50000,scale_20251216_050318_emqx_p1024_n5000_r10,44810.08,3204.104,10294.197,12667.967,49999.82,0,2688605,0,/home/cc/mq-bench/artifacts/scale_20251216_050318_emqx_p1024_n5000_r10/fanout_multi_topic_perkey,397.430000,32.390000,2697239462,394.086897,28.527241,2375227991
mqtt_emqx,1024,60000,scale_20251216_050556_emqx_p1024_n6000_r10,46976.69,9564.062,19998.162,23191.425,60000.10,0,2771625,0,/home/cc/mq-bench/artifacts/scale_20251216_050556_emqx_p1024_n6000_r10/fanout_multi_topic_perkey,398.410000,44.250000,3684008198,386.901724,42.810345,3564415574
mqtt_emqx,1024,70000,scale_20251216_050836_emqx_p1024_n7000_r10,47235.85,9177.067,18339.874,20672.466,69999.94,0,2786915,0,/home/cc/mq-bench/artifacts/scale_20251216_050836_emqx_p1024_n7000_r10/fanout_multi_topic_perkey,398.410000,46.280000,3853659406,387.253793,44.275172,3686303784
mqtt_emqx,1024,80000,scale_20251216_051117_emqx_p1024_n8000_r10,46104.17,7866.347,17485.774,20202.005,79999.27,0,2720146,0,/home/cc/mq-bench/artifacts/scale_20251216_051117_emqx_p1024_n8000_r10/fanout_multi_topic_perkey,396.900000,45.010000,3748432708,383.695517,42.724138,3557158561
mqtt_hivemq,1024,5000,scale_20251216_051408_hivemq_p1024_n500_r10,4999.89,0.603,1.258,2.989,5000.00,0,274994,0,/home/cc/mq-bench/artifacts/scale_20251216_051408_hivemq_p1024_n500_r10/fanout_multi_topic_perkey,142.290000,7.240000,602616627,115.727407,6.261111,521289849
mqtt_hivemq,1024,10000,scale_20251216_051643_hivemq_p1024_n1000_r10,10000.00,0.662,1.669,3.895,9999.98,0,560000,0,/home/cc/mq-bench/artifacts/scale_20251216_051643_hivemq_p1024_n1000_r10/fanout_multi_topic_perkey,214.350000,7.760000,645817958,194.242500,6.912857,575544642
mqtt_hivemq,1024,20000,scale_20251216_051919_hivemq_p1024_n2000_r10,20000.00,0.708,1.931,5.586,19999.93,0,1120000,0,/home/cc/mq-bench/artifacts/scale_20251216_051919_hivemq_p1024_n2000_r10/fanout_multi_topic_perkey,248.100000,8.950000,745118106,232.831071,8.324286,693131205
mqtt_hivemq,1024,30000,scale_20251216_052157_hivemq_p1024_n3000_r10,30029.98,1.497,66.535,239.475,29999.95,0,1711709,0,/home/cc/mq-bench/artifacts/scale_20251216_052157_hivemq_p1024_n3000_r10/fanout_multi_topic_perkey,332.830000,9.990000,831730483,323.675000,9.504286,791364052
mqtt_hivemq,1024,40000,scale_20251216_052434_hivemq_p1024_n4000_r10,39962.16,558.158,1865.648,2368.182,40000.05,0,2317805,0,/home/cc/mq-bench/artifacts/scale_20251216_052434_hivemq_p1024_n4000_r10/fanout_multi_topic_perkey,389.820000,22.610000,1882269417,370.043448,19.401379,1615389036
mqtt_hivemq,1024,50000,scale_20251216_052714_hivemq_p1024_n5000_r10,21.97,4399.756,12765.674,15441.090,50000.44,0,1318,0,/home/cc/mq-bench/artifacts/scale_20251216_052714_hivemq_p1024_n5000_r10/fanout_multi_topic_perkey,396.470000,41.690000,3471407317,349.390588,40.278235,3353548361
mqtt_hivemq,1024,60000,scale_20251216_052952_hivemq_p1024_n6000_r10,0.00,4137.681,12129.927,15376.318,43597.19,0,0,0,/home/cc/mq-bench/artifacts/scale_20251216_052952_hivemq_p1024_n6000_r10/fanout_multi_topic_perkey,396.360000,41.350000,3442416288,305.037500,36.900833,3072333272
mqtt_hivemq,1024,70000,scale_20251216_053231_hivemq_p1024_n7000_r10,0.00,2430.599,9462.350,11618.222,2488.44,0,0,0,/home/cc/mq-bench/artifacts/scale_20251216_053231_hivemq_p1024_n7000_r10/fanout_multi_topic_perkey,0.000000,40.330000,4432426238,330.037500,36.900833,3181221382
mqtt_hivemq,1024,80000,scale_20251216_053509_hivemq_p1024_n8000_r10,0.00,2225.078,10166.993,12574.523,80000.19,0,0,0,/home/cc/mq-bench/artifacts/scale_20251216_053509_hivemq_p1024_n8000_r10/fanout_multi_topic_perkey,398.410000,39.380000,3278133789,393.821333,39.370667,3277847458
mqtt_rabbitmq,1024,5000,scale_20251216_053807_rabbitmq_p1024_n500_r10,5000.00,0.452,0.786,1.080,5000.00,0,275000,0,/home/cc/mq-bench/artifacts/scale_20251216_053807_rabbitmq_p1024_n500_r10/fanout_multi_topic_perkey,122.830000,3.120000,260046848,101.015000,3.066538,255404883
mqtt_rabbitmq,1024,10000,scale_20251216_054045_rabbitmq_p1024_n1000_r10,10000.21,0.504,0.896,1.121,10000.00,0,560012,0,/home/cc/mq-bench/artifacts/scale_20251216_054045_rabbitmq_p1024_n1000_r10/fanout_multi_topic_perkey,208.020000,4.370000,363646157,191.882593,4.295185,357653739
mqtt_rabbitmq,1024,20000,scale_20251216_054324_rabbitmq_p1024_n2000_r10,20000.04,0.575,1.070,1.346,20000.00,0,1140002,0,/home/cc/mq-bench/artifacts/scale_20251216_054324_rabbitmq_p1024_n2000_r10/fanout_multi_topic_perkey,232.230000,6.760000,562770739,217.314286,6.607143,550079225
mqtt_rabbitmq,1024,30000,scale_20251216_054607_rabbitmq_p1024_n3000_r10,30000.12,0.664,1.270,1.721,30000.03,0,1710007,0,/home/cc/mq-bench/artifacts/scale_20251216_054607_rabbitmq_p1024_n3000_r10/fanout_multi_topic_perkey,310.630000,9.430000,785488282,287.174286,9.186786,764909978
mqtt_rabbitmq,1024,40000,scale_20251216_054850_rabbitmq_p1024_n4000_r10,40000.93,3.112,19.666,37.415,40000.05,0,2320054,0,/home/cc/mq-bench/artifacts/scale_20251216_054850_rabbitmq_p1024_n4000_r10/fanout_multi_topic_perkey,395.980000,19.580000,1631013831,333.759310,19.082414,1588804669
mqtt_rabbitmq,1024,50000,scale_20251216_055136_rabbitmq_p1024_n5000_r10,50355.65,411.304,4954.608,6876.046,49999.88,0,3021339,0,/home/cc/mq-bench/artifacts/scale_20251216_055136_rabbitmq_p1024_n5000_r10/fanout_multi_topic_perkey,400.170000,30.360000,2527588254,397.499310,29.394828,2447390847
mqtt_rabbitmq,1024,60000,scale_20251216_055423_rabbitmq_p1024_n6000_r10,49753.44,347.140,1150.602,5158.574,59999.93,0,2935453,0,/home/cc/mq-bench/artifacts/scale_20251216_055423_rabbitmq_p1024_n6000_r10/fanout_multi_topic_perkey,401.410000,20.610000,1715839435,397.547586,19.456552,3031123135
mqtt_rabbitmq,1024,70000,scale_20251216_055712_rabbitmq_p1024_n7000_r10,50578.41,601.375,24976.404,32539.410,38388.89,0,1255283,0,/home/cc/mq-bench/artifacts/scale_20251216_055712_rabbitmq_p1024_n7000_r10/fanout_multi_topic_perkey,400.590000,69.530000,5789615915,366.591875,56.517500,4705626882
mqtt_rabbitmq,1024,80000,scale_20251216_055951_rabbitmq_p1024_n8000_r10,49610.85,291.327,3419.623,12900.547,20470.64,0,471873,0,/home/cc/mq-bench/artifacts/scale_20251216_055951_rabbitmq_p1024_n8000_r10/fanout_multi_topic_perkey,395.150000,80.380000,6692632789,374.950000,66.930000,5572720067
mqtt_rabbitmq,1024,90000,scale_20251216_074807_rabbitmq_p1024_n9000_r10,48374.52,206.358,791.167,34283.841,90000.14,0,2999220,0,/home/cc/mq-bench/artifacts/scale_20251216_074807_rabbitmq_p1024_n9000_r10/fanout_multi_topic_perkey,399.360000,41.550000,3459596157,397.076333,39.767333,5321214732
mqtt_rabbitmq,1024,100000,scale_20251216_075058_rabbitmq_p1024_n10000_r10,51877.23,358.725,832.053,5127.037,100000.12,0,3216388,0,/home/cc/mq-bench/artifacts/scale_20251216_075058_rabbitmq_p1024_n10000_r10/fanout_multi_topic_perkey,399.720000,24.940000,2076616688,397.480667,22.892000,5518834224
mqtt_artemis,1024,5000,scale_20251216_060240_artemis_p1024_n500_r10,5000.00,0.436,0.842,1.504,5000.00,0,275000,0,/home/cc/mq-bench/artifacts/scale_20251216_060240_artemis_p1024_n500_r10/fanout_multi_topic_perkey,111.190000,6.970000,580281958,87.231538,6.967308,579955287
mqtt_artemis,1024,10000,scale_20251216_060511_artemis_p1024_n1000_r10,10000.00,0.423,0.699,1.068,9999.95,0,560000,0,/home/cc/mq-bench/artifacts/scale_20251216_060511_artemis_p1024_n1000_r10/fanout_multi_topic_perkey,141.390000,7.510000,625580442,115.632222,7.467778,621824986
mqtt_artemis,1024,20000,scale_20251216_060746_artemis_p1024_n2000_r10,20000.00,0.513,1.063,2.395,19999.96,0,1120000,0,/home/cc/mq-bench/artifacts/scale_20251216_060746_artemis_p1024_n2000_r10/fanout_multi_topic_perkey,164.020000,8.490000,707054797,146.266786,8.488571,706687795
mqtt_artemis,1024,30000,scale_20251216_061018_artemis_p1024_n3000_r10,30000.39,0.671,1.624,5.839,30000.05,0,1710022,0,/home/cc/mq-bench/artifacts/scale_20251216_061018_artemis_p1024_n3000_r10/fanout_multi_topic_perkey,256.620000,8.890000,740294656,204.142500,8.883929,739766623
mqtt_artemis,1024,40000,scale_20251216_061255_artemis_p1024_n4000_r10,40000.00,0.866,3.145,11.634,40000.53,0,2320000,0,/home/cc/mq-bench/artifacts/scale_20251216_061255_artemis_p1024_n4000_r10/fanout_multi_topic_perkey,279.710000,13.110000,1091995435,236.277241,13.107931,1091106821
mqtt_artemis,1024,50000,scale_20251216_061533_artemis_p1024_n5000_r10,49999.62,1.192,16.893,146.978,49999.87,0,2999977,0,/home/cc/mq-bench/artifacts/scale_20251216_061533_artemis_p1024_n5000_r10/fanout_multi_topic_perkey,352.240000,12.300000,1024144179,303.750000,12.267333,1021414386
mqtt_artemis,1024,60000,scale_20251216_061809_artemis_p1024_n6000_r10,60132.23,5.103,799.930,2469.551,60000.00,0,3607934,0,/home/cc/mq-bench/artifacts/scale_20251216_061809_artemis_p1024_n6000_r10/fanout_multi_topic_perkey,373.900000,26.760000,2228014285,353.384828,25.310690,2107347919
mqtt_artemis,1024,70000,scale_20251216_062049_artemis_p1024_n7000_r10,69964.41,482.368,7851.602,17907.378,69999.89,0,4267829,0,/home/cc/mq-bench/artifacts/scale_20251216_062049_artemis_p1024_n7000_r10/fanout_multi_topic_perkey,380.600000,30.920000,2573759152,367.120000,29.953000,2493765386
mqtt_artemis,1024,80000,scale_20251216_062327_artemis_p1024_n8000_r10,0.00,4013.949,11987.321,16315.843,80000.23,0,0,0,/home/cc/mq-bench/artifacts/scale_20251216_062327_artemis_p1024_n8000_r10/fanout_multi_topic_perkey,397.110000,50.020000,4165044535,391.383871,49.936129,4157666890
zenoh,1024,90000,scale_20251216_063102_zenoh_p1024_n9000_r10,88837.57,156.360,2887.138,4566.199,89965.29,0,11104696,0,/home/cc/mq-bench/artifacts/scale_20251216_063102_zenoh_p1024_n9000_r10/fanout_multi_topic_perkey,351.660000,20.680000,1722281886,329.467692,20.429231,1700917177
zenoh,1024,100000,scale_20251216_063448_zenoh_p1024_n10000_r10,82274.73,306.572,5183.466,11400.033,93647.79,0,20075035,0,/home/cc/mq-bench/artifacts/scale_20251216_063448_zenoh_p1024_n10000_r10/fanout_multi_topic_perkey,326.210000,25.060000,2086280364,224.182308,22.028718,1834171290
redis,1024,90000,scale_20251216_064207_redis_p1024_n9000_r10,32397.45,127.256,135.604,142.157,39297.34,0,5701951,0,/home/cc/mq-bench/artifacts/scale_20251216_064207_redis_p1024_n9000_r10/fanout_multi_topic_perkey,108.750000,1.170000,97664369,107.915526,1.080000,89980238
redis,1024,100000,scale_20251216_065113_redis_p1024_n10000_r10,29796.37,123.525,149.680,152.726,36557.42,0,28306556,0,/home/cc/mq-bench/artifacts/scale_20251216_065113_redis_p1024_n10000_r10/fanout_multi_topic_perkey,102.140000,0.890000,73756836,101.535128,0.798462,66485633
nats,1024,90000,scale_20251216_072416_nats_p1024_n9000_r10,89998.70,1.520,17.841,116.615,89999.84,0,7199896,0,/home/cc/mq-bench/artifacts/scale_20251216_072416_nats_p1024_n9000_r10/fanout_multi_topic_perkey,365.390000,13.980000,1163936137,350.656316,13.792105,1148366881
nats,1024,100000,scale_20251216_072720_nats_p1024_n10000_r10,93168.07,5.748,2554.922,13285.335,99852.75,0,7826118,0,/home/cc/mq-bench/artifacts/scale_20251216_072720_nats_p1024_n10000_r10/fanout_multi_topic_perkey,225.060000,15.920000,1326071153,207.918462,15.364615,1279267022
mqtt_mosquitto,1024,90000,scale_20251216_073142_mosquitto_p1024_n9000_r10,45087.34,6977.631,14645.968,17653.690,89999.88,0,2750328,0,/home/cc/mq-bench/artifacts/scale_20251216_073142_mosquitto_p1024_n9000_r10/fanout_multi_topic_perkey,113.180000,7.460000,620861850,109.084839,6.377742,530995504
mqtt_mosquitto,1024,100000,scale_20251216_073421_mosquitto_p1024_n10000_r10,44371.52,6752.031,14862.882,17950.023,100000.55,0,2751034,0,/home/cc/mq-bench/artifacts/scale_20251216_073421_mosquitto_p1024_n10000_r10/fanout_multi_topic_perkey,110.900000,7.410000,616667546,108.792667,6.443000,536371091
mqtt_emqx,1024,90000,scale_20251216_073702_emqx_p1024_n9000_r10,49408.62,9182.346,18969.484,21624.478,90000.55,0,3013926,0,/home/cc/mq-bench/artifacts/scale_20251216_073702_emqx_p1024_n9000_r10/fanout_multi_topic_perkey,398.660000,47.220000,3932042559,385.453333,45.348000,3775598376
mqtt_emqx,1024,100000,scale_20251216_073945_emqx_p1024_n10000_r10,47900.98,7671.781,17165.888,19947.710,99999.97,0,2969861,0,/home/cc/mq-bench/artifacts/scale_20251216_073945_emqx_p1024_n10000_r10/fanout_multi_topic_perkey,396.710000,47.150000,3925600109,386.852667,44.935333,3741274429
mqtt_hivemq,1024,90000,scale_20251216_074232_hivemq_p1024_n9000_r10,0.00,2032.140,9672.065,11668.554,90000.01,0,0,0,/home/cc/mq-bench/artifacts/scale_20251216_074232_hivemq_p1024_n9000_r10/fanout_multi_topic_perkey,397.330000,39.830000,3316788494,392.589333,39.775000,3311634534
mqtt_hivemq,1024,100000,scale_20251216_074519_hivemq_p1024_n10000_r10,0.00,2176.844,9344.909,11333.009,99004.70,0,0,0,/home/cc/mq-bench/artifacts/scale_20251216_074519_hivemq_p1024_n10000_r10/fanout_multi_topic_perkey,397.280000,39.590000,3296387400,385.902333,39.362000,3277131630
mqtt_artemis,1024,90000,scale_20251216_075351_artemis_p1024_n9000_r10,0.00,3139.437,11131.683,14310.965,89999.03,0,0,0,/home/cc/mq-bench/artifacts/scale_20251216_075351_artemis_p1024_n9000_r10/fanout_multi_topic_perkey,397.660000,43.810000,3647500976,391.585161,43.751290,3642686456
mqtt_artemis,1024,100000,scale_20251216_075643_artemis_p1024_n10000_r10,0.00,2472.542,9915.335,12901.679,99999.19,0,0,0,/home/cc/mq-bench/artifacts/scale_20251216_075643_artemis_p1024_n10000_r10/fanout_multi_topic_perkey,398.140000,46.350000,3859028115,393.582188,46.284687,3853726515
