transport,payload,subs,rate,run_id,sub_tps,p50_ms,p95_ms,p99_ms,pub_tps,sent,recv,errors,loss_pct,artifacts_dir,max_cpu_perc,max_mem_perc,max_mem_used_bytes,avg_cpu_perc,avg_mem_perc,avg_mem_used_bytes
mqtt_emqx,1024,5000,100,fanout_20260227_082826_emqx_p1024_s5000_r100,96722.76,7756.236,12115.570,16892.559,,0,4932861,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_082826_emqx_p1024_s5000_r100/fanout_singlesite,398.340000,6.270000,522085990,395.959200,6.195600,515853255
mqtt_emqx,1024,6000,100,fanout_20260227_083155_emqx_p1024_s6000_r100,100623.22,7746.476,11745.019,16060.958,,0,5131784,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_083155_emqx_p1024_s6000_r100/fanout_singlesite,399.070000,6.520000,542952653,396.704231,6.436154,535911062
mqtt_emqx,1024,7000,100,fanout_20260227_083524_emqx_p1024_s7000_r100,100096.20,7967.806,12406.106,17367.968,,0,5104906,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_083524_emqx_p1024_s7000_r100/fanout_singlesite,398.560000,7.720000,642567373,395.971538,7.686154,639893504
mqtt_emqx,1024,8000,100,fanout_20260227_083854_emqx_p1024_s8000_r100,97998.02,8592.516,14099.153,20352.054,,0,4997899,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_083854_emqx_p1024_s8000_r100/fanout_singlesite,400.730000,8.780000,730962330,396.382692,8.759231,729248311
mqtt_emqx,1024,9000,100,fanout_20260227_084222_emqx_p1024_s9000_r100,95374.96,8658.899,13850.721,19841.639,,0,4864123,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_084222_emqx_p1024_s9000_r100/fanout_singlesite,399.610000,8.980000,748054118,396.868846,8.956538,745731119
mqtt_emqx,1024,10000,100,fanout_20260227_084551_emqx_p1024_s10000_r100,94750.25,8554.364,13513.725,19040.527,,0,4832263,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_084551_emqx_p1024_s10000_r100/fanout_singlesite,398.980000,8.890000,739875226,396.139200,8.762000,729506906
mqtt_hivemq,1024,500,100,fanout_20260227_084925_hivemq_p1024_s500_r100,50000.00,5.965,10.331,15.103,,0,2550000,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_084925_hivemq_p1024_s500_r100/fanout_singlesite,250.560000,21.790000,1814623683,243.437600,21.665200,1803800365
mqtt_hivemq,1024,1000,100,fanout_20260227_085256_hivemq_p1024_s1000_r100,97206.78,10.796,14.826,21.317,,0,4957546,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_085256_hivemq_p1024_s1000_r100/fanout_singlesite,330.460000,23.640000,1968168763,297.102400,23.530000,1958977533
mqtt_hivemq,1024,2000,100,fanout_20260227_085627_hivemq_p1024_s2000_r100,114894.04,9951.712,15902.381,22698.121,,0,5859596,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_085627_hivemq_p1024_s2000_r100/fanout_singlesite,393.120000,42.760000,3559454147,386.860000,40.604800,3380654658
mqtt_hivemq,1024,3000,100,fanout_20260227_085957_hivemq_p1024_s3000_r100,111562.67,15212.418,25880.469,36509.158,,0,5689696,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_085957_hivemq_p1024_s3000_r100/fanout_singlesite,394.800000,45.230000,3765612577,389.686400,42.198800,3513412097
mqtt_hivemq,1024,4000,100,fanout_20260227_090328_hivemq_p1024_s4000_r100,99536.88,17250.043,30348.693,44178.281,,0,5076381,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_090328_hivemq_p1024_s4000_r100/fanout_singlesite,396.450000,47.130000,3923452625,390.817600,44.200000,3680142728
mqtt_hivemq,1024,5000,100,fanout_20260227_090659_hivemq_p1024_s5000_r100,49640.67,18731.116,31874.452,46760.037,,0,2531674,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_090659_hivemq_p1024_s5000_r100/fanout_singlesite,395.700000,67.290000,5601711096,360.265600,48.954800,3575923964
mqtt_hivemq,1024,6000,100,fanout_20260227_091035_hivemq_p1024_s6000_r100,91413.33,18973.741,32872.051,47991.226,,0,4662080,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_091035_hivemq_p1024_s6000_r100/fanout_singlesite,394.990000,44.020000,3665754587,389.587692,38.672692,3220027837
mqtt_hivemq,1024,7000,100,fanout_20260227_091406_hivemq_p1024_s7000_r100,87345.78,19003.907,32961.422,48593.270,,0,4454635,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_091406_hivemq_p1024_s7000_r100/fanout_singlesite,396.270000,47.900000,3987877134,389.737200,39.659600,3302142656
mqtt_hivemq,1024,8000,100,fanout_20260227_091737_hivemq_p1024_s8000_r100,86657.10,20396.900,35083.094,50200.011,,0,4419512,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_091737_hivemq_p1024_s8000_r100/fanout_singlesite,395.710000,47.920000,3990024618,391.556400,39.727200,3307511365
mqtt_hivemq,1024,9000,100,fanout_20260227_092113_hivemq_p1024_s9000_r100,90698.60,20204.703,34948.257,50398.757,,0,4534930,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_092113_hivemq_p1024_s9000_r100/fanout_singlesite,397.590000,48.280000,4019015647,392.270000,40.252500,3351371929
mqtt_hivemq,1024,10000,100,fanout_20260227_092450_hivemq_p1024_s10000_r100,43766.39,20588.548,35249.576,51082.106,,0,2232086,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_092450_hivemq_p1024_s10000_r100/fanout_singlesite,400.190000,67.320000,5604932321,357.596800,49.007200,3080304831
mqtt_rabbitmq,1024,500,100,fanout_20260227_092833_rabbitmq_p1024_s500_r100,49999.96,12.384,13.828,15.459,,0,2549998,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_092833_rabbitmq_p1024_s500_r100/fanout_singlesite,265.410000,2.580000,215167795,259.071250,2.551250,212467712
mqtt_rabbitmq,1024,1000,100,fanout_20260227_093202_rabbitmq_p1024_s1000_r100,100000.00,13.626,15.356,17.119,,0,5100000,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_093202_rabbitmq_p1024_s1000_r100/fanout_singlesite,288.330000,3.660000,304611328,275.943600,3.620400,301419463
mqtt_rabbitmq,1024,2000,100,fanout_20260227_093531_rabbitmq_p1024_s2000_r100,144321.39,6202.650,12145.414,17715.933,,0,7360391,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_093531_rabbitmq_p1024_s2000_r100/fanout_singlesite,335.360000,4.560000,380003942,330.213200,4.514000,375797055
mqtt_rabbitmq,1024,3000,100,fanout_20260227_093900_rabbitmq_p1024_s3000_r100,135446.71,6415.430,10953.586,15708.152,,0,6907782,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_093900_rabbitmq_p1024_s3000_r100/fanout_singlesite,388.000000,5.070000,422366413,333.194000,4.874800,405954101
mqtt_rabbitmq,1024,4000,100,fanout_20260227_094230_rabbitmq_p1024_s4000_r100,124583.06,6964.319,12526.612,18649.650,,0,6353736,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_094230_rabbitmq_p1024_s4000_r100/fanout_singlesite,379.410000,6.290000,523658854,312.294000,6.140400,511239520
mqtt_rabbitmq,1024,5000,100,fanout_20260227_094559_rabbitmq_p1024_s5000_r100,131290.17,9505.876,20027.881,35051.719,,0,6827089,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_094559_rabbitmq_p1024_s5000_r100/fanout_singlesite,393.500000,6.830000,568433050,351.608462,6.511154,542170254
mqtt_rabbitmq,1024,6000,100,fanout_20260227_094930_rabbitmq_p1024_s6000_r100,124390.71,6553.681,12920.070,19684.191,,0,6343926,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_094930_rabbitmq_p1024_s6000_r100/fanout_singlesite,393.920000,7.820000,650955981,357.528400,7.570800,630366142
mqtt_rabbitmq,1024,7000,100,fanout_20260227_095258_rabbitmq_p1024_s7000_r100,126975.66,10016.162,23414.085,38102.702,,0,6348783,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_095258_rabbitmq_p1024_s7000_r100/fanout_singlesite,398.710000,9.900000,824600166,386.996250,9.288333,773359753
mqtt_rabbitmq,1024,8000,100,fanout_20260227_095629_rabbitmq_p1024_s8000_r100,114054.04,9280.543,18319.107,28494.488,,0,5816756,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_095629_rabbitmq_p1024_s8000_r100/fanout_singlesite,392.600000,10.470000,871786086,337.721200,9.796400,815636939
mqtt_rabbitmq,1024,9000,100,fanout_20260227_095957_rabbitmq_p1024_s9000_r100,120891.14,9393.789,20959.582,38268.184,,0,6165448,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_095957_rabbitmq_p1024_s9000_r100/fanout_singlesite,399.040000,12.620000,1050673152,394.256400,11.704400,974458454
mqtt_rabbitmq,1024,10000,100,fanout_20260227_100327_rabbitmq_p1024_s10000_r100,114020.94,10293.376,22498.563,35956.423,,0,5929089,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_100327_rabbitmq_p1024_s10000_r100/fanout_singlesite,392.540000,13.720000,1142461301,360.478400,12.450000,1036557977
mqtt_artemis,1024,500,100,fanout_20260227_100704_artemis_p1024_s500_r100,49993.84,5.828,10.366,14.923,,0,2549686,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260227_100704_artemis_p1024_s500_r100/fanout_singlesite,255.370000,7.240000,602406912,239.341600,7.218400,601022792
