transport,payload,subs,rate,run_id,sub_tps,p50_ms,p95_ms,p99_ms,pub_tps,sent,recv,errors,loss_pct,artifacts_dir,max_cpu_perc,max_mem_perc,max_mem_used_bytes,avg_cpu_perc,avg_mem_perc,avg_mem_used_bytes
mqtt_mosquitto,1024,10000,10,fanout_20260303_225858_mosquitto_p1024_s10000_r10,83307.57,59.897,436.989,1355.678,,0,4248686,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260303_225858_mosquitto_p1024_s10000_r10/fanout_singlesite,116.750000,0.920000,76430705,109.605200,0.834400,69357850
mqtt_emqx,1024,500,10,fanout_20260303_230225_emqx_p1024_s500_r10,5000.00,3.916,7.125,10.580,,0,255000,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260303_230225_emqx_p1024_s500_r10/fanout_singlesite,57.770000,2.960000,246415360,53.399200,2.939600,244737638
mqtt_emqx,1024,1000,10,fanout_20260303_230555_emqx_p1024_s1000_r10,9060.00,6.815,12.905,19.114,,0,462060,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260303_230555_emqx_p1024_s1000_r10/fanout_singlesite,98.880000,3.140000,261095424,95.197600,3.081200,256498467
mqtt_emqx,1024,2000,10,fanout_20260303_230923_emqx_p1024_s2000_r10,20000.00,13.422,26.135,38.657,,0,1020000,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260303_230923_emqx_p1024_s2000_r10/fanout_singlesite,209.530000,3.860000,321807974,192.747600,3.834400,319308169
mqtt_emqx,1024,3000,10,fanout_20260303_231252_emqx_p1024_s3000_r10,29640.00,16.479,32.222,46.172,,0,1511640,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260303_231252_emqx_p1024_s3000_r10/fanout_singlesite,246.260000,4.600000,383149670,224.964800,4.584400,381610361
mqtt_emqx,1024,4000,10,fanout_20260303_231620_emqx_p1024_s4000_r10,40000.00,17.148,33.234,47.730,,0,2040000,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260303_231620_emqx_p1024_s4000_r10/fanout_singlesite,250.980000,5.080000,422995558,235.664400,5.039200,419556229
mqtt_emqx,1024,5000,10,fanout_20260303_231949_emqx_p1024_s5000_r10,50000.00,17.550,34.247,49.251,,0,2550000,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260303_231949_emqx_p1024_s5000_r10/fanout_singlesite,264.430000,5.950000,495347302,246.308400,5.932800,493917045
mqtt_emqx,1024,6000,10,fanout_20260303_232319_emqx_p1024_s6000_r10,60000.00,17.792,34.793,50.496,,0,3060000,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260303_232319_emqx_p1024_s6000_r10/fanout_singlesite,272.250000,6.690000,556898714,256.168400,6.677200,555921441
mqtt_emqx,1024,7000,10,fanout_20260303_232648_emqx_p1024_s7000_r10,70000.00,18.665,36.324,52.997,,0,3570000,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260303_232648_emqx_p1024_s7000_r10/fanout_singlesite,287.820000,7.120000,592655155,269.896400,7.093600,590587363
mqtt_emqx,1024,8000,10,fanout_20260303_233017_emqx_p1024_s8000_r10,80000.00,20.098,39.027,57.842,,0,4080000,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260303_233017_emqx_p1024_s8000_r10/fanout_singlesite,325.370000,7.860000,654835712,297.721200,7.731200,643708223
mqtt_emqx,1024,9000,10,fanout_20260303_233345_emqx_p1024_s9000_r10,84720.00,21.093,41.076,61.193,,0,4320720,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260303_233345_emqx_p1024_s9000_r10/fanout_singlesite,364.500000,9.090000,756442726,319.766923,9.035385,752248422
mqtt_emqx,1024,10000,10,fanout_20260303_233714_emqx_p1024_s10000_r10,99945.14,54.428,95.225,187.693,,0,5097202,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260303_233714_emqx_p1024_s10000_r10/fanout_singlesite,398.620000,10.320000,859517747,392.776000,10.292800,857017942
mqtt_hivemq,1024,500,10,fanout_20260303_234044_hivemq_p1024_s500_r10,5000.00,8.130,12.095,15.867,,0,255000,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260303_234044_hivemq_p1024_s500_r10/fanout_singlesite,69.510000,21.490000,1788853879,63.211200,21.400400,1781810132
mqtt_hivemq,1024,1000,10,fanout_20260303_234414_hivemq_p1024_s1000_r10,10000.00,12.678,19.864,26.361,,0,510000,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260303_234414_hivemq_p1024_s1000_r10/fanout_singlesite,133.940000,21.590000,1797443813,120.196000,21.501200,1790185319
mqtt_hivemq,1024,2000,10,fanout_20260303_234745_hivemq_p1024_s2000_r10,20000.00,21.668,34.903,45.132,,0,1020000,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260303_234745_hivemq_p1024_s2000_r10/fanout_singlesite,210.100000,21.760000,1811402457,197.285600,21.670800,1804401660
mqtt_hivemq,1024,3000,10,fanout_20260303_235116_hivemq_p1024_s3000_r10,30000.00,25.865,41.240,52.841,,0,1530000,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260303_235116_hivemq_p1024_s3000_r10/fanout_singlesite,249.900000,22.050000,1835024777,227.516400,21.951200,1827551534
mqtt_hivemq,1024,4000,10,fanout_20260303_235447_hivemq_p1024_s4000_r10,38200.00,27.507,43.652,56.135,,0,1948200,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260303_235447_hivemq_p1024_s4000_r10/fanout_singlesite,259.680000,22.560000,1877974450,237.830800,22.435600,1868053076
mqtt_hivemq,1024,5000,10,fanout_20260303_235818_hivemq_p1024_s5000_r10,47220.00,28.479,46.819,60.522,,0,2408220,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260303_235818_hivemq_p1024_s5000_r10/fanout_singlesite,266.180000,22.310000,1857573356,247.354400,22.220400,1850057163
mqtt_hivemq,1024,6000,10,fanout_20260304_000150_hivemq_p1024_s6000_r10,58770.00,29.992,49.952,65.713,,0,2997270,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_000150_hivemq_p1024_s6000_r10/fanout_singlesite,270.450000,22.890000,1905891738,257.636800,22.799600,1898418495
mqtt_hivemq,1024,7000,10,fanout_20260304_000521_hivemq_p1024_s7000_r10,67320.00,33.861,56.711,93.786,,0,3433320,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_000521_hivemq_p1024_s7000_r10/fanout_singlesite,304.250000,24.110000,2007897211,281.274400,24.018000,1999693823
mqtt_hivemq,1024,8000,10,fanout_20260304_000853_hivemq_p1024_s8000_r10,74380.00,54.196,591.680,4247.741,,0,3793380,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_000853_hivemq_p1024_s8000_r10/fanout_singlesite,335.840000,31.350000,2610266374,309.642800,31.259200,2602621332
mqtt_hivemq,1024,9000,10,fanout_20260304_001224_hivemq_p1024_s9000_r10,85652.86,261.235,1310.050,3359.113,,0,4368296,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_001224_hivemq_p1024_s9000_r10/fanout_singlesite,388.360000,27.360000,2277406409,377.060400,27.271200,2270534461
mqtt_hivemq,1024,10000,10,fanout_20260304_001556_hivemq_p1024_s10000_r10,96178.76,4639.626,4754.566,4910.804,,0,4905117,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_001556_hivemq_p1024_s10000_r10/fanout_singlesite,395.600000,33.270000,2770253906,387.354231,31.760769,2644460921
mqtt_rabbitmq,1024,500,10,fanout_20260304_001930_rabbitmq_p1024_s500_r10,5000.00,5.956,8.039,10.434,,0,255000,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_001930_rabbitmq_p1024_s500_r10/fanout_singlesite,46.030000,2.410000,200697446,42.830800,2.311200,192434668
mqtt_rabbitmq,1024,1000,10,fanout_20260304_002259_rabbitmq_p1024_s1000_r10,10000.00,11.204,15.679,20.234,,0,510000,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_002259_rabbitmq_p1024_s1000_r10/fanout_singlesite,88.190000,3.530000,293915853,78.956800,3.440400,286491935
mqtt_rabbitmq,1024,2000,10,fanout_20260304_002629_rabbitmq_p1024_s2000_r10,19750.00,19.336,28.465,37.398,,0,1007250,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_002629_rabbitmq_p1024_s2000_r10/fanout_singlesite,166.780000,4.280000,355991552,151.416667,4.130833,343994095
mqtt_rabbitmq,1024,3000,10,fanout_20260304_002958_rabbitmq_p1024_s3000_r10,28760.00,24.780,36.460,48.571,,0,1438000,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_002958_rabbitmq_p1024_s3000_r10/fanout_singlesite,213.780000,5.700000,474375782,200.922083,5.485417,456707277
mqtt_rabbitmq,1024,4000,10,fanout_20260304_003328_rabbitmq_p1024_s4000_r10,39270.00,32.880,46.875,59.113,,0,2002770,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_003328_rabbitmq_p1024_s4000_r10/fanout_singlesite,242.500000,6.110000,508349645,226.407083,5.917500,492778291
mqtt_rabbitmq,1024,5000,10,fanout_20260304_003658_rabbitmq_p1024_s5000_r10,46569.80,39.088,53.211,66.294,,0,2328490,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_003658_rabbitmq_p1024_s5000_r10/fanout_singlesite,251.020000,7.720000,642986803,238.509583,7.499583,624514389
mqtt_rabbitmq,1024,6000,10,fanout_20260304_004028_rabbitmq_p1024_s6000_r10,56880.00,40.273,54.924,68.643,,0,2900880,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_004028_rabbitmq_p1024_s6000_r10/fanout_singlesite,269.890000,9.930000,826487603,253.114400,9.397600,782376108
mqtt_rabbitmq,1024,7000,10,fanout_20260304_004400_rabbitmq_p1024_s7000_r10,65557.02,39.523,54.466,68.490,,0,3343408,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_004400_rabbitmq_p1024_s7000_r10/fanout_singlesite,274.460000,10.900000,907227955,247.525200,10.394000,865360413
mqtt_rabbitmq,1024,8000,10,fanout_20260304_004731_rabbitmq_p1024_s8000_r10,78280.00,42.412,57.500,72.325,,0,3992280,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_004731_rabbitmq_p1024_s8000_r10/fanout_singlesite,287.280000,12.630000,1051721728,269.824800,11.817200,983849501
mqtt_rabbitmq,1024,9000,10,fanout_20260304_005102_rabbitmq_p1024_s9000_r10,79999.04,42.162,57.567,72.708,,0,4079951,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_005102_rabbitmq_p1024_s9000_r10/fanout_singlesite,285.020000,12.520000,1042494259,267.341200,11.780800,980909294
mqtt_rabbitmq,1024,10000,10,fanout_20260304_005431_rabbitmq_p1024_s10000_r10,79727.77,55.716,543.282,1165.561,,0,4145844,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_005431_rabbitmq_p1024_s10000_r10/fanout_singlesite,384.490000,13.520000,1125281432,367.811600,12.499600,1040758488
mqtt_artemis,1024,500,10,fanout_20260304_005800_artemis_p1024_s500_r10,5000.00,5.060,7.250,9.092,,0,255000,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_005800_artemis_p1024_s500_r10/fanout_singlesite,40.560000,7.030000,585419981,35.382000,6.789600,565228601
mqtt_artemis,1024,1000,10,fanout_20260304_010127_artemis_p1024_s1000_r10,10000.00,8.998,13.600,17.483,,0,510000,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_010127_artemis_p1024_s1000_r10/fanout_singlesite,74.890000,7.460000,620861850,68.700000,7.424800,618127163
mqtt_artemis,1024,2000,10,fanout_20260304_010453_artemis_p1024_s2000_r10,20000.00,15.572,25.047,33.471,,0,1020000,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_010453_artemis_p1024_s2000_r10/fanout_singlesite,159.590000,8.240000,685978419,142.104000,8.231600,685366051
mqtt_artemis,1024,3000,10,fanout_20260304_010824_artemis_p1024_s3000_r10,30000.00,21.318,34.818,46.422,,0,1530000,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_010824_artemis_p1024_s3000_r10/fanout_singlesite,200.220000,9.530000,793247744,184.150833,9.480000,789210726
mqtt_artemis,1024,4000,10,fanout_20260304_011151_artemis_p1024_s4000_r10,40000.00,25.559,41.053,54.203,,0,2040000,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_011151_artemis_p1024_s4000_r10/fanout_singlesite,239.090000,9.540000,793876890,213.682400,9.526400,793172247
mqtt_artemis,1024,5000,10,fanout_20260304_011518_artemis_p1024_s5000_r10,49470.00,28.951,46.022,60.819,,0,2522970,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_011518_artemis_p1024_s5000_r10/fanout_singlesite,235.230000,13.760000,1145682526,225.296400,13.744400,1144265187
mqtt_artemis,1024,6000,10,fanout_20260304_011845_artemis_p1024_s6000_r10,60000.00,30.055,47.114,62.316,,0,3060000,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_011845_artemis_p1024_s6000_r10/fanout_singlesite,251.400000,13.940000,1160714912,233.793200,13.922800,1159082824
mqtt_artemis,1024,7000,10,fanout_20260304_012212_artemis_p1024_s7000_r10,70000.00,33.173,53.295,224.168,,0,3570000,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_012212_artemis_p1024_s7000_r10/fanout_singlesite,243.600000,16.580000,1380831986,234.230000,16.455600,1370051618
mqtt_artemis,1024,8000,10,fanout_20260304_012543_artemis_p1024_s8000_r10,80000.00,32.955,52.874,72.618,,0,4080000,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_012543_artemis_p1024_s8000_r10/fanout_singlesite,336.370000,18.910000,1575179256,257.884400,18.858400,1570197094
mqtt_artemis,1024,9000,10,fanout_20260304_012911_artemis_p1024_s9000_r10,80550.00,30.114,47.995,64.158,,0,3037050,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_012911_artemis_p1024_s9000_r10/fanout_singlesite,260.210000,15.930000,1327144894,237.052800,15.920800,1325641656
mqtt_artemis,1024,10000,10,fanout_20260304_013238_artemis_p1024_s10000_r10,80280.00,37.030,59.824,975.502,,0,4014000,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_013238_artemis_p1024_s10000_r10/fanout_singlesite,311.960000,14.750000,1228360647,256.365200,14.719600,1225525968
nats,1024,500,10,fanout_20260304_013606_nats_p1024_s500_r10,5000.00,2.536,4.174,5.913,,0,255000,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_013606_nats_p1024_s500_r10/fanout_singlesite,30.730000,0.560000,46451917,24.487600,0.556000,46137763
nats,1024,1000,10,fanout_20260304_013932_nats_p1024_s1000_r10,10000.00,4.891,8.476,11.924,,0,510000,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_013932_nats_p1024_s1000_r10/fanout_singlesite,67.860000,1.020000,84976599,57.277200,1.008800,83980032
nats,1024,2000,10,fanout_20260304_014258_nats_p1024_s2000_r10,20000.00,9.534,16.568,23.532,,0,1020000,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_014258_nats_p1024_s2000_r10/fanout_singlesite,126.100000,1.960000,163158426,113.373200,1.939200,161413595
nats,1024,3000,10,fanout_20260304_014624_nats_p1024_s3000_r10,30000.00,13.035,22.993,32.948,,0,1530000,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_014624_nats_p1024_s3000_r10/fanout_singlesite,172.050000,2.900000,241696768,159.705600,2.886400,240367174
nats,1024,4000,10,fanout_20260304_014950_nats_p1024_s4000_r10,40000.00,14.424,25.550,36.720,,0,2040000,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_014950_nats_p1024_s4000_r10/fanout_singlesite,189.110000,3.850000,320549683,168.119200,3.794800,315940143
nats,1024,5000,10,fanout_20260304_015316_nats_p1024_s5000_r10,50000.00,15.204,27.320,39.387,,0,2550000,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_015316_nats_p1024_s5000_r10/fanout_singlesite,197.180000,4.930000,410202931,178.479200,4.863200,404909720
nats,1024,6000,10,fanout_20260304_015642_nats_p1024_s6000_r10,60000.00,16.134,29.367,42.291,,0,3060000,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_015642_nats_p1024_s6000_r10/fanout_singlesite,199.290000,5.700000,474585498,188.826400,5.648000,470261170
nats,1024,7000,10,fanout_20260304_020009_nats_p1024_s7000_r10,68320.00,17.029,31.060,44.184,,0,3484320,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_020009_nats_p1024_s7000_r10/fanout_singlesite,210.840000,6.580000,547671245,195.663333,6.510000,541899708
nats,1024,8000,10,fanout_20260304_020335_nats_p1024_s8000_r10,78810.00,18.049,32.831,46.495,,0,4019310,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_020335_nats_p1024_s8000_r10/fanout_singlesite,227.770000,7.480000,623063859,209.367692,7.401154,616215851
nats,1024,9000,10,fanout_20260304_020702_nats_p1024_s9000_r10,86740.00,18.706,34.715,49.081,,0,4510480,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_020702_nats_p1024_s9000_r10/fanout_singlesite,243.060000,8.310000,691850445,212.459231,8.198462,682594745
nats,1024,10000,10,fanout_20260304_021029_nats_p1024_s10000_r10,98330.00,19.666,36.282,51.371,,0,5014830,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_021029_nats_p1024_s10000_r10/fanout_singlesite,242.600000,9.600000,798910054,219.934231,9.418846,784125133
redis,1024,500,10,fanout_20260304_021356_redis_p1024_s500_r10,5000.00,5.227,9.127,13.026,,0,255000,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_021356_redis_p1024_s500_r10/fanout_singlesite,18.570000,0.100000,8225030,16.410800,0.096400,7997825
redis,1024,1000,10,fanout_20260304_021722_redis_p1024_s1000_r10,10000.00,9.856,17.383,24.922,,0,510000,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_021722_redis_p1024_s1000_r10/fanout_singlesite,45.230000,0.150000,12603884,34.187200,0.150000,12444500
redis,1024,2000,10,fanout_20260304_022048_redis_p1024_s2000_r10,20000.00,14.062,25.147,36.435,,0,1020000,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_022048_redis_p1024_s2000_r10/fanout_singlesite,53.040000,0.260000,21904753,49.150000,0.260000,21848968
redis,1024,3000,10,fanout_20260304_022414_redis_p1024_s3000_r10,30000.00,15.240,26.739,40.147,,0,1530000,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_022414_redis_p1024_s3000_r10/fanout_singlesite,55.030000,0.380000,31583109,50.976667,0.378750,31320965
redis,1024,4000,10,fanout_20260304_022741_redis_p1024_s4000_r10,40000.00,15.517,26.818,39.719,,0,2040000,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_022741_redis_p1024_s4000_r10/fanout_singlesite,57.570000,0.520000,43012588,52.210000,0.499200,41509768
redis,1024,5000,10,fanout_20260304_023107_redis_p1024_s5000_r10,50000.00,18.582,32.527,45.588,,0,2550000,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_023107_redis_p1024_s5000_r10/fanout_singlesite,61.710000,0.630000,52774830,56.945600,0.630000,52242153
redis,1024,6000,10,fanout_20260304_023433_redis_p1024_s6000_r10,60000.00,20.004,34.473,47.986,,0,3060000,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_023433_redis_p1024_s6000_r10/fanout_singlesite,72.240000,0.800000,66951578,64.738400,0.716800,59742408
redis,1024,7000,10,fanout_20260304_023800_redis_p1024_s7000_r10,69999.08,20.579,35.217,48.256,,0,3569953,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_023800_redis_p1024_s7000_r10/fanout_singlesite,70.390000,1.010000,84368425,54.274800,0.907200,75504183
redis,1024,8000,10,fanout_20260304_024127_redis_p1024_s8000_r10,76443.55,41.672,94.086,151.880,,0,3898621,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_024127_redis_p1024_s8000_r10/fanout_singlesite,103.950000,0.960000,80153149,103.178000,0.960000,80091074
redis,1024,9000,10,fanout_20260304_024453_redis_p1024_s9000_r10,80896.36,41.543,88.024,156.925,,0,4044818,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_024453_redis_p1024_s9000_r10/fanout_singlesite,112.800000,1.090000,90513080,112.028400,1.083600,90290363
redis,1024,10000,10,fanout_20260304_024820_redis_p1024_s10000_r10,82380.14,139.776,170.469,201.851,,0,4201387,0,0.00,/home/cc/mq-bench/artifacts/fanout_20260304_024820_redis_p1024_s10000_r10/fanout_singlesite,112.800000,1.210000,100443095,112.031600,1.201200,100195631
