transport,host,port,payload,subs,pubs,phase,phase_start_s,phase_end_s,rate_per_pub,rate,delivery_rate,run_id,sub_tps,p25_ms,p50_ms,p75_ms,p95_ms,p99_ms,min_ms,max_ms,avg_latency_ms,pub_tps,sent,recv,errors,loss_pct,artifacts_dir,max_cpu_perc,max_mem_perc,max_mem_used_bytes,avg_cpu_perc,avg_mem_perc,avg_mem_used_bytes,max_net_rx_bps,max_net_tx_bps,avg_net_rx_bps,avg_net_tx_bps
nats,192.168.0.245,4222,64,1000,10,recovery,780,840,100,1000,100000,fanout_bursty_20260616_201156_nats_p64_s1000_u10_bursty,210613.32,1.674,2.451,3.709,8.676,16.363,0.151,834.142,3.356,2167.40,130044,12636799,0,2.83,/home/cc/mq-bench/results/fanout_bursty_load_20260616_201133/raw_data/fanout_bursty_20260616_201156_nats_p64_s1000_u10_bursty/fanout_singlesite,377.900000,1.270000,105696461,314.058276,1.195517,99557952,120000000.000000,8000000000.000000,66190476.190476,1809523809.523809
nats,192.168.0.245,4222,64,1000,10,burst,840,900,7000,70000,7000000,fanout_bursty_20260616_201156_nats_p64_s1000_u10_bursty,7001506.17,1.776,3.579,3.954,15.027,26.850,0.151,834.142,5.253,70014.22,4200853,420090370,0,-0.00,/home/cc/mq-bench/results/fanout_bursty_load_20260616_201133/raw_data/fanout_bursty_20260616_201156_nats_p64_s1000_u10_bursty/fanout_singlesite,391.840000,1.370000,113980211,333.837586,1.237586,103013191,120000000.000000,8000000000.000000,76666666.666667,2904761904.761905
nats,192.168.0.245,4222,64,1000,10,recovery,900,960,100,1000,100000,fanout_bursty_20260616_201156_nats_p64_s1000_u10_bursty,107628.63,1.862,1.065,4.131,2.475,4.686,0.151,834.142,1.235,996.92,59815,6457718,0,-7.96,/home/cc/mq-bench/results/fanout_bursty_load_20260616_201133/raw_data/fanout_bursty_20260616_201156_nats_p64_s1000_u10_bursty/fanout_singlesite,391.800000,1.350000,112512205,317.114138,1.238966,103139020,120000000.000000,8000000000.000000,69047619.047619,2047619047.619048
nats,192.168.0.245,4222,64,1000,10,burst,960,1020,8000,80000,8000000,fanout_bursty_20260617_190733_nats_p64_s1000_u10_bursty,7998810.15,3.925,6.253,7.862,26.332,42.299,0.210,397.410,8.888,79989.17,4799350,479928609,0,0.00,/home/cc/mq-bench/results/nats/raw_data/fanout_bursty_20260617_190733_nats_p64_s1000_u10_bursty/fanout_singlesite,395.160000,2.030000,169345024,209.916552,1.047931,87240438,122000000.000000,6000000000.000000,62704904.761905,3047982761.904762
nats,192.168.0.245,4222,64,1000,10,recovery,1020,1080,100,1000,100000,fanout_bursty_20260617_190733_nats_p64_s1000_u10_bursty,108999.65,4.321,1.560,8.734,3.703,6.293,0.164,397.410,1.800,1000.33,60020,6539979,0,-8.96,/home/cc/mq-bench/results/nats/raw_data/fanout_bursty_20260617_190733_nats_p64_s1000_u10_bursty/fanout_singlesite,397.750000,1.570000,130967142,321.192069,1.442069,120163194,116000000.000000,6000000000.000000,73714285.714286,2500000000.000000
nats,192.168.0.245,4222,64,1000,10,burst,1080,1140,9000,90000,9000000,fanout_bursty_20260617_191512_nats_p64_s1000_u10_bursty,8994964.95,4.698,6.960,12.004,32.671,52.172,0.182,483.131,10.477,89950.75,5397045,539697897,0,0.00,/home/cc/mq-bench/results/nats/raw_data/fanout_bursty_20260617_191512_nats_p64_s1000_u10_bursty/fanout_singlesite,400.220000,2.350000,195244851,220.076552,1.200000,99916638,120000000.000000,6520000000.000000,62180952.380952,3438935000.000000
nats,192.168.0.245,4222,64,1000,10,recovery,1140,1200,100,1000,100000,fanout_bursty_20260617_191512_nats_p64_s1000_u10_bursty,110053.83,4.693,1.384,11.040,3.080,5.227,0.169,483.131,1.557,1000.27,60016,6603230,0,-10.02,/home/cc/mq-bench/results/nats/raw_data/fanout_bursty_20260617_191512_nats_p64_s1000_u10_bursty/fanout_singlesite,399.350000,1.920000,159593267,322.063793,1.642069,136756005,120000000.000000,6400000000.000000,75619047.619048,2780952380.952381
nats,192.168.0.245,4222,64,1000,10,burst,1200,1260,10000,100000,10000000,fanout_bursty_20260617_192413_nats_p64_s1000_u10_bursty,9998616.67,6.656,9.789,20.294,45.253,66.686,0.194,335.020,14.934,99987.17,5999230,599917000,0,0.00,/home/cc/mq-bench/results/nats/raw_data/fanout_bursty_20260617_192413_nats_p64_s1000_u10_bursty/fanout_singlesite,397.270000,2.140000,177943347,216.549655,1.243793,103564597,124000000.000000,7200000000.000000,60610523.809524,3785603380.952381
nats,192.168.0.245,4222,64,1000,10,recovery,1260,1320,100,1000,100000,fanout_bursty_20260617_192413_nats_p64_s1000_u10_bursty,113625.63,6.246,1.011,18.042,2.422,4.869,0.156,335.020,1.186,1000.32,60019,6817538,0,-13.59,/home/cc/mq-bench/results/nats/raw_data/fanout_bursty_20260617_192413_nats_p64_s1000_u10_bursty/fanout_singlesite,396.140000,1.960000,163263283,322.603793,1.696552,141319119,116000000.000000,7200000000.000000,74809523.809524,3014285714.285714
nats,192.168.0.245,4222,64,1000,10,burst,1320,1380,11000,110000,11000000,fanout_bursty_20260617_203418_nats_p64_s1000_u10_bursty,10993728.23,10.701,15.897,37.329,62.714,87.312,0.182,490.734,22.273,109928.15,6595689,659623694,0,-0.01,/home/cc/mq-bench/results/nats/raw_data/fanout_bursty_20260617_203418_nats_p64_s1000_u10_bursty/fanout_singlesite,399.040000,3.060000,254489395,219.324138,1.599310,133088159,112000000.000000,8020000000.000000,58993571.428571,4148283428.571429
nats,192.168.0.245,4222,64,1000,10,recovery,1380,1440,100,1000,100000,fanout_bursty_20260617_203418_nats_p64_s1000_u10_bursty,132510.97,9.145,1.297,27.204,3.337,5.807,0.165,490.734,1.541,2100.20,126012,7950658,0,36.91,/home/cc/mq-bench/results/nats/raw_data/fanout_bursty_20260617_203418_nats_p64_s1000_u10_bursty/fanout_singlesite,398.220000,2.450000,204157747,325.372667,2.233000,185950973,120000000.000000,8000000000.000000,78476190.476190,3642857142.857143
nats,192.168.0.245,4222,64,1000,10,burst,1440,1500,12000,120000,12000000,fanout_bursty_20260617_204724_nats_p64_s1000_u10_bursty,11998320.85,22.935,35.527,80.859,104.525,134.133,0.178,709.362,43.563,119984.23,7199054,719899251,0,0.00,/home/cc/mq-bench/results/nats/raw_data/fanout_bursty_20260617_204724_nats_p64_s1000_u10_bursty/fanout_singlesite,397.780000,3.560000,296013005,218.427586,1.867241,155488635,112000000.000000,8800000000.000000,57371619.047619,4542744523.809524
nats,192.168.0.245,4222,64,1000,10,recovery,1500,1560,100,1000,100000,fanout_bursty_20260617_204724_nats_p64_s1000_u10_bursty,115327.63,15.936,1.236,53.164,2.991,4.991,0.170,709.362,1.435,998.63,59918,6919658,0,-15.49,/home/cc/mq-bench/results/nats/raw_data/fanout_bursty_20260617_204724_nats_p64_s1000_u10_bursty/fanout_singlesite,396.600000,3.150000,262248858,323.094483,2.755517,229374192,108000000.000000,8400000000.000000,72000000.000000,3690476190.476190
